rank,name,aggregateScore,sector,description,Deck Score,spelling_and_grammar,structure,clarity,length,startup Score,team,market,traction,hasEmail,founders,number of founders,timestamp
218,neuroX1,52.62411764705883,health_and_wellness,"neuroX1 is developing Atlas, a multi-omics graph convolutional network model of the human neuron for drug discovery.",73.52058823529411,99.3529411764706,83,41,40,47.400000000000006,61,50,15,False,"Max Dordevic, Lucas Myers, Conner Myers",3,2024-02-27 14:33:42
219,Wisard,52.57,health_and_wellness,Wisard is a privacy-preserving data marketplace that uses AI to manage personal data privacy needs.,74.85,95,91,49,20,47,60,30,55,True,"Jasraj Singh, Tathagat Goswami, Dr Jintao Long, Dr Bjoern Asmussen",4,2024-02-27 14:33:42
220,Émet Insights,52.549230769230775,education_technology,"Émet Insights is an incentivized market research chat assistant that helps entrepreneurs and product teams validate their product ideas with real customers, at scale.",85.14615384615385,99.23076923076923,91,32,100,44.400000000000006,61,50,0,True,"Freeman Lewin, Jacqueline Rosales",2,2024-02-27 14:33:42
221,Theranos,52.52000000000001,health_and_wellness,"Theranos is a health technology company that offers a solution for real-time, continuous monitoring of drug levels in the human body.",65,95,74,60,0,49.400000000000006,61,30,65,False,Elizabeth Holmes,1,2024-02-27 14:33:42
222,Kolte-Patil Developers Limited,52.02000000000001,real_estate,"Kolte-Patil Developers Limited is a leading real estate company in India, engaged in the construction of residential and commercial projects.",62.5,95,87,0,0,49.400000000000006,61,30,65,False,Rahul Talele,1,2024-02-27 14:33:42
223,Genloyal,52.02,other,"Genloyal is a SaaS loyalty platform that converts first-time shoppers into loyal fans, increasing customer lifetime and driving more revenues for businesses.",76.1,95,74,34,100,46,100,10,10,False,"Roman Avila, Leandro Rzezak, Michel Schwartz",3,2024-02-27 14:33:42
224,Modigie,51.769230769230774,other,Modigie is a contact auto-correct platform that increases sales team efficiency by correcting and improving contact data.,73.24615384615385,99.23076923076923,87,66,0,46.400000000000006,61,50,10,True,Ken Hoppe,1,2024-02-27 14:33:42
225,A+ERP,51.70636363636364,financial_inclusion,A+ERP develops customizable and integrated cloud ERP solutions that boost efficiency and fuel growth for e-commerce businesses of all sizes.,72.93181818181819,97.9090909090909,74,19,90,46.400000000000006,61,50,10,False,"Arens Myzyri, Yusif Khalilov",2,2024-02-27 14:33:42
226,NeuroArtist,51.613333333333344,other,NeuroArtist is a powerful AI design tool that builds on ideas step-by-step.,88.46666666666665,99.58333333333333,87,67,100,42.400000000000006,61,40,10,True,"Sergey Polin, Yakov, Andrew, Nikita, Eleonora",5,2024-02-27 14:33:42
227,Teesta,51.57000000000001,other,"Teesta is a centralized global travel marketplace powered by AI, providing a social hub for travel creators and an AI-powered travel customization tool.",80.25,95,91,45,60,44.4,26,80,10,True,"Aditya Ranjan, Darshan Mantri, Ahmed Raza",3,2024-02-27 14:33:42
228,Cyscale,51.55000000000001,planet_positive,"Cyscale provides cloud security for the SME market, offering continuous monitoring of cloud assets to reduce risks.",88.15,100,100,31,90,42.400000000000006,61,40,10,True,"Ovidiu, Manuela, Andrei",3,2024-02-27 14:33:42
229,Deepwrk,51.476666666666674,health_and_wellness,Deepwrk is an online peer-support platform connecting adults with ADHD to focus better and achieve more together.,87.78333333333335,99.66666666666667,100,39,80,42.400000000000006,61,30,30,True,Valeri Gervaziev,1,2024-02-27 14:33:42
230,mysocial,51.422941176470594,education_technology,"mysocial is a smart influencer manager in your pocket, providing tools and analytics for influencers to succeed on social media.",71.51470588235294,98.82352941176471,78,45,40,46.400000000000006,61,50,10,False,"Mustafa Alfredji, Ali Alfredji",2,2024-02-27 14:33:42
231,SupplyLine,51.35000000000001,financial_inclusion,SupplyLine is digitally transforming retail distribution in Bangladesh by providing invoice financing and next day delivery to retailers.,71.15,95,83,51,20,46.400000000000006,61,50,10,True,Irfan,1,2024-02-27 14:33:42
232,Duck,51.33363636363637,other,Duck is an AI-driven SaaS that simplifies pricing and distribution for brands.,87.06818181818181,99.0909090909091,91,55,90,42.400000000000006,61,30,30,True,"Alex Mativo, Michelle Watiki, Tatenda Kanyere",3,2024-02-27 14:33:42
233,Hortee,51.18000000000001,planet_positive,Hortee is a producer-to-consumer buying platform for fresh food in urban environments and organizations.,87.9,95,91,66,90,42,0,100,10,True,"Ivanoel Rodrigues, Josane Andrade, Eng. António Luzio, Michel Cardaretti, Cláudio Gradim, António Câmara, Karyna Yurchenko",7,2024-02-27 14:33:42
234,Team-GPT,51.11000000000001,education_technology,Team-GPT is a collaborative platform that enables teams to adopt AI at scale.,69.95,95,83,43,20,46.400000000000006,61,50,10,True,"Iliya Valchanov, Ilko Kacharov",2,2024-02-27 14:33:42
235,Ova Labs Ltd,51.056000000000004,financial_inclusion,Ova Labs is building reparative infrastructure and solutions for the blockchain industry.,71.28,97.15,83,49,20,46,100,10,10,False,"Benjamin Sullivan, Sean Shanahan, Craig Barton",3,2024-02-27 14:33:42
236,Vita by Pillar,51.050000000000004,health_and_wellness,Vita by Pillar is a smartphone-based objective monitoring system designed to reduce accidents caused by fatigue in safety-critical industries.,69.65,95,83,61,0,46.400000000000006,61,50,10,False,"Dan, Nowshad, Jamie, Ifan",4,2024-02-27 14:33:42
237,Be Better My Friend,51.027777777777786,planet_positive,Be Better My Friend is a startup that produces plant-based butter alternatives for pastry professionals.,69.53888888888889,95.94444444444444,83,39,20,46.400000000000006,61,50,10,True,"Joost Lindeman, Marike Van Beurden",2,2024-02-27 14:33:42
238,Fireweed,50.896666666666675,planet_positive,"Fireweed is a platform that aggregates individual land holdings in Africa to create carbon projects, meeting the growing corporate net zero offset pledges.",76.88333333333334,98.66666666666667,78,41,80,44.400000000000006,61,50,0,False,"Michael Walsh, Abhishek Kumar",2,2024-02-27 14:33:42
239,QwidPro,50.885555555555555,other,"QwidPro is a global marketplace platform that connects businesses, freelancers, and individuals for collaboration and project completion.",68.82777777777777,97.38888888888889,87,19,20,46.400000000000006,61,50,10,False,"Shaveera John, Lyle Malander",2,2024-02-27 14:33:42
240,Ffforward.ai,50.84733333333334,education_technology,"Ffforward.ai is an AI that goes deep on interview transcripts to uncover shared opportunities, transforming how businesses do customer research.",86.23666666666668,97.93333333333334,91,61,80,42,100,0,10,False,"Cameron Westland, Max Cameron, Jon Friis",3,2024-02-27 14:33:42
241,Pawprint,50.769999999999996,planet_positive,Pawprint is a platform that scales corporate sustainability faster by engaging everyone in sustainability and business goals.,85.85,100,87,59,90,42,100,0,10,True,Christian Arno,1,2024-02-27 14:33:44
242,Truzo,50.72466666666668,financial_inclusion,Truzo is a trusted escrow service provider with full neo banking capability to help African businesses go global.,84.02333333333333,99.86666666666666,96,27,80,42.400000000000006,61,40,10,True,"Terence Naidu, Andrei Migatchev, Michelle Walkden, Michelle Atkinson",4,2024-02-27 14:33:44
243,Aero,50.69800000000001,other,"Aero is an AI-powered operations engine that automates data integrations, reducing manual effort and human error.",83.89,98.2,91,45,80,42.400000000000006,61,40,10,True,"Jai Toor, Saf Momen",2,2024-02-27 14:33:44
244,Bionabu,50.67000000000001,education_technology,"Bionabu optimises clinical research e-learning providers' workflows and content management, making AI-powered micro-learning accessible and effective.",83.75,95,83,55,100,42.400000000000006,61,40,10,True,"Ina Burgstaller, Kim Duong",2,2024-02-27 14:33:44
245,EngineBI,50.41000000000001,other,EngineBI provides decision-making software for professional service firms to scale beyond the founder.,86.45,99,91,61,80,41.400000000000006,61,10,65,True,Jon Morris,1,2024-02-27 14:33:44
246,Raised,50.400000000000006,education_technology,Raised is an AI-powered managed marketplace of tech leaders for fractional work.,86.4,95,91,46,100,41.400000000000006,61,10,65,True,Roman Ishchenko,1,2024-02-27 14:33:44
247,Innovatrix Capital,50.17000000000001,health_and_wellness,Innovatrix Capital is a risk transfer solution provider for Clinical Trial failure.,89.25,99.5,91,69,90,40.400000000000006,61,40,0,True,"Piers Clark, Qasim Akbar",2,2024-02-27 14:33:44
248,Bytagig,50.14750000000001,financial_inclusion,Bytagig provides enterprise-level cybersecurity and IT solutions for small and medium-sized businesses.,73.1375,98.9375,83,19,60,44.4,26,80,10,False,John Jackson,1,2024-02-27 14:33:44
249,neuroX,50.123636363636365,health_and_wellness,"neuroX is a software partner to pharma, using their generative AI platform to generate new small molecules optimized for the brain, model potential off-target effects, and uncover new biological targets for neurological diseases.",73.01818181818182,99.0909090909091,65,48,90,44.400000000000006,61,50,0,False,"Max Dordevic, Lucas Myers, Conner Myers",3,2024-02-27 14:33:44
250,A3 Digitas Technology,50.11000000000001,other,"A3 Digitas Technology aims to create intelligent living spaces that converge IoT, AI/ML, and Deep Tech for premium segment.",76.95,95,100,53,0,43.400000000000006,61,20,55,True,"Prashant S Bin, Dr Koundinya K in, Usha Narasappa in",3,2024-02-27 14:33:44
251,Max-Migold,50.11,other,Max-Migold is a facilities management value added solutions provider in Nigeria.,82.55,98,83,63,80,42,0,100,10,True,Paul Erubami,1,2024-02-27 14:33:44
252,Leaves,50.040000000000006,other,"Leaves is an AI-powered short story app that helps users to tell, share, and preserve their life stories.",84.6,97.5,87,54,90,41.400000000000006,61,10,65,True,Mike O'Donnell,1,2024-02-27 14:33:44
253,OpinioAl,50.010000000000005,education_technology,OpinioAl is an AI copilot for market research that creates methodologies and uses synthetic sampling.,82.05,95,91,37,80,42,60,40,10,True,"Gaspar Nagy, Nikola Kozuljevic",2,2024-02-27 14:33:44
254,Layup,49.87571428571429,other,"Layup is a travel management platform for travel professionals that automates and streamlines the planning, booking, and management process.",71.77857142857142,97.14285714285714,57,69,90,44.400000000000006,61,50,0,False,Andrew,1,2024-02-27 14:33:44
255,Stori,49.720000000000006,education_technology,Stori is building a game design tool that uses AI to help small teams create games faster.,71,95,83,50,20,44.400000000000006,61,50,0,True,"Nilu Kulasingham, Jet Tanyag",2,2024-02-27 14:33:44
256,Wuzci,49.6,other,Wuzci is a subscription service for greeting cards that supports independent artists.,68,95,83,50,0,45,60,20,65,True,"Adam Collingburn, Sophie Hargreaves, Glenn Robinson",3,2024-02-27 14:33:44
257,Validity Al,49.57000000000001,other,Validity Al provides human-like intelligence to unlock revenue generating insights from unstructured sales data.,82.25,95,83,65,80,41.400000000000006,61,30,25,True,Vinay Mimani,1,2024-02-27 14:33:44
258,LoopDeco,49.46000000000001,planet_positive,LoopDeco turns unwanted furniture into revenue opportunities by connecting contractors with retailers to remove and monetize unwanted customer furniture.,93.7,100,100,58,100,38.400000000000006,61,30,10,True,"Roman Pennell, Fernando Higuera",2,2024-02-27 14:33:44
259,Haboo Money,49.424666666666674,financial_inclusion,"Haboo Money is a digital platform that enables consumers to accelerate their debt repayment journeys by increasing credit accessibility, rewarding good financial behaviours, and taking a holistic approach to driving financial wellness.",85.52333333333333,96.86666666666666,96,41,80,40.400000000000006,61,40,0,True,"Rob Tyrrell, Hannah Baynham",2,2024-02-27 14:33:44
260,Legacy,49.39,financial_inclusion,"Legacy is a platform that enables people to protect themselves and their loved ones, regardless of their location or identity.",70.95,95,91,43,0,44,60,50,0,True,"Tobi Lawal, Vishnu Kopparapu",2,2024-02-27 14:33:44
261,Vibro.AI,49.39,planet_positive,Vibro.AI is an automated condition monitoring solution that uses AI to detect early machine faults and provide real-time diagnostics.,69.35,100,57,39,100,44.400000000000006,61,50,0,False,"Mikko Kuusisto, Dr. Jesse Miettinen",2,2024-02-27 14:33:44
262,Alcolase,49.3075,health_and_wellness,Alcolase is developing a supplement to make alcohol consumption safer and more inclusive for people with alcohol intolerance.,80.9375,99.1875,91,44,60,41.4,26,50,55,True,"Mikkel Holstener Precht, Mads Emil Mikkelsen",2,2024-02-27 14:33:44
263,Safe Workplace,49.18000000000001,health_and_wellness,"Safe Workplace is a platform that provides solutions for misconduct reporting and case management, aiming to create a safer and more inclusive work environment.",77.9,95,83,26,90,42,100,0,10,False,"Luke Aikman, Romano Rabie",2,2024-02-27 14:33:44
264,MintPass,49.16000000000001,underrepresented_founders,MintPass is a travel companion app for sharing travel experiences and inspiring others.,84.2,100,96,48,60,40.400000000000006,61,40,0,True,"Sam Simmons, Aaron Guyett",2,2024-02-27 14:33:44
265,Zero Waste Bulk Foods,49.14500000000001,planet_positive,Zero Waste Bulk Foods is a startup aiming to make single-use grocery packaging obsolete by offering a reusable packaging solution.,80.125,98.625,83,66,60,41.400000000000006,61,30,25,True,Mitchell Platt,1,2024-02-27 14:33:45
266,AuraML,49.080000000000005,other,AuraML is building tools for computer vision teams that simplify creating and managing large data centric pipelines.,79.8,95,100,52,20,41.400000000000006,61,10,65,True,"Ayush Sharma, Arjun Gupta",2,2024-02-27 14:33:45
267,LabeBook,49.05571428571429,health_and_wellness,"LabeBook is an online integrative source for Life-Science specialists, designed to make daily experimental routine easier, more productive and reproducible.",79.67857142857143,97.14285714285714,74,65,90,41.4,26,50,55,True,Irina Iankelevich,1,2024-02-27 14:33:45
268,Clara,48.81333333333333,other,"Clara is a one-stop-shop for office management, offering a platform for sourcing suppliers, planning events, and customizing workspaces.",76.06666666666666,98.33333333333333,78,56,60,42,100,0,10,True,Alex Nazaruk,1,2024-02-27 14:33:45
269,Platter,48.45,other,"Platter is an all-in-one wholesale food platform aiming to save buyers and suppliers time, reduce costs and eliminate food waste.",78.25,95,96,35,40,41,60,10,65,True,"Jack Clegg, Andrew Johnson",2,2024-02-27 14:33:45
270,Taste Don't Waste,48.3364705882353,planet_positive,Taste Don't Waste is a kitchen management application that helps reduce food waste and save money.,68.08235294117647,99.41176470588235,70,48,40,43.400000000000006,61,20,55,False,"Conrad Kissling, Jake Blaisdell, Ahmed Omar",3,2024-02-27 14:33:45
271,Bel's Organic,48.30111111111112,health_and_wellness,"Bel's Organic is a value addition agro-processing company that produces high quality, nutritious and fortified foods at an affordable price for the urban population.",71.90555555555555,97.77777777777777,87,39,20,42.400000000000006,61,40,10,False,"Pauline Mutio, Samuel Vaita, Berlinda Nduku",3,2024-02-27 14:33:45
272,Duniya Healthcare,48.28,health_and_wellness,Duniya Healthcare is a smart logistics company improving the efficiency of medical supply chains in rural Africa.,73.4,95,65,66,80,42,60,40,10,True,"Wamulume Beele, Mwansa Chalo, Charles Mwanza",3,2024-02-27 14:33:45
273,fini,48.236000000000004,health_and_wellness,"fini empowers health and wellness creators by providing them with the tools they need to educate, engage, and monetize.",81.18,97.9,83,54,80,40,0,100,0,True,,0,2024-02-27 14:33:45
274,Harlem Genesis,48.220000000000006,underrepresented_founders,Harlem Genesis is a Metaverse platform designed to foster the growth and evolution of Black-owned businesses in the digital revolution.,63.5,90,91,0,0,44.4,26,80,10,False,Jimmy Jean Baptiste Kernisant,1,2024-02-27 14:33:45
275,Twiggy,48.214705882352945,other,Twiggy is a fashion-tech company that leverages artificial intelligence to discover clothing items through photos and generates a personalized digital closet of similar products tailored to your style.,73.0735294117647,94.11764705882354,83,45,40,42,0,100,10,False,"Ian Oliveira, Murilo Costa, Ariadne Alcantara",3,2024-02-27 14:33:45
276,INVESTMATES,48.212500000000006,financial_inclusion,"INVESTMATES is a digital wealth manager powered by AI, providing a 360-degree view of all your wealth.",83.4625,99.0625,91,61,60,39.400000000000006,61,10,55,True,"Prakash Nagarajan, Rakesh Kalyankar",2,2024-02-27 14:33:45
277,Stix Mindfulness,48.190000000000005,health_and_wellness,Stix Mindfulness is a digital health technology company supporting children's mental wellbeing.,75.35,95,83,59,40,41.400000000000006,61,10,65,True,"Liam Murphy, John Murphy",2,2024-02-27 14:33:45
278,Splend Ed,48.15000000000001,education_technology,Splend Ed is a personalised E-Learning platform connecting students and teachers.,71.15,95,83,11,60,42.400000000000006,61,40,10,True,"Rishab Gourisaria, Leopold List, Dr. Denis Dalic, Benjamin Fürstenau",4,2024-02-27 14:33:45
279,10bn,48.150000000000006,planet_positive,"10bn is a modular platform that streamlines and manages an organization's social impact, engaging employees and customers in causes that matter most to them.",80.75,95,83,55,80,40,0,100,0,False,"Elliott Howley, Dan Padbury",2,2024-02-27 14:33:45
280,David Protocol & Defi,48.1009090909091,financial_inclusion,"David Protocol & Defi is a one-stop solution for global decentralized insurance, leveraging blockchain technology.",70.90454545454546,89.77272727272727,87,63,0,42.400000000000006,61,40,10,True,Giri Nath,1,2024-02-27 14:33:45
281,BEIYO,48.03,other,"BEIYO partners with PG and hostel owners to upgrade and manage their properties, providing a better living experience for tenants.",72.15,95,70,61,60,42,0,100,10,True,"SWAPNIL PATEL, ADARSH RAGHUWANSHI, SHUBHAM DWIVEDI",3,2024-02-27 14:33:45
282,Social Stars,47.98500000000001,financial_inclusion,"Social Stars is a review and discovery platform for social media influencers, similar to how Yelp operates for small businesses.",62.325,99.125,70,50,0,44.400000000000006,61,50,0,False,"Taka Shirono, Mike Korovkin",2,2024-02-27 14:33:45
283,JOSTL,47.980000000000004,other,"JOSTL is a dedicated social app for sports fans globally, providing an interactive, immersive experience across all major global sports.",82.3,95,96,42,60,39.400000000000006,61,10,55,True,"Doug Worboys, Xavi Giralt, Jamie Worboys",3,2024-02-27 14:33:45
284,HIT,47.93000000000001,health_and_wellness,"HIT is revolutionizing the combat sports industry with AI, providing immersive analytics and advanced training tools.",86.05,95,96,47,80,38.400000000000006,61,30,10,True,"Ismail Baran, Emran Saleh, Yawar Shah",3,2024-02-27 14:33:45
285,Gecko,47.903333333333336,other,Gecko is a platform that simplifies the rental eCommerce process by automating admin tasks and providing item insurance & community fraud prevention.,85.91666666666666,99.83333333333333,83,63,100,38.4,26,65,10,True,"Ben Kennedy, Cody Fisher-Peel, Lal Birch",3,2024-02-27 14:33:45
286,Loanhood,47.86571428571429,planet_positive,"Loanhood is a circular commerce hybrid fashion rental platform that enables small, independent fashion brands to offer rental.",89.72857142857143,98.14285714285714,100,44,90,37.400000000000006,61,0,65,True,"Lucy Hall, Jade McSorley",2,2024-02-27 14:33:45
287,Jungle,47.77000000000001,underrepresented_founders,Jungle is a managed marketplace for new and used premium baby products.,81.25,100,100,55,20,39.400000000000006,61,10,55,True,"Vaibhav Yadav, Jamie Sachiko Martyn",2,2024-02-27 14:33:45
288,FledgeHealth,47.77,health_and_wellness,FledgeHealth is a startup enabling pharmacy delivery in 60 minutes by democratising delivery infrastructure.,73.25,95,65,55,90,41.400000000000006,61,30,25,False,Shashank Rai,1,2024-02-27 14:33:45
289,sentry.co,47.61000000000001,other,Sentry.co is an offline password manager that uses a novel P2P network and a distributed database.,64.45,95,78,43,0,43.400000000000006,61,20,55,False,"André Jørgensen, Linn Elise Bjerkeli",2,2024-02-27 14:33:46
290,ArgyleEnigma Tech labs,47.541818181818186,financial_inclusion,"A gamified app for financial literacy where users can learn, share, validate, and earn points with a community.",76.10909090909091,99.54545454545455,74,38,90,40.400000000000006,61,40,0,True,Akash Parekh,1,2024-02-27 14:33:46
291,CogBias AI,47.540000000000006,education_technology,"CogBias AI is a platform that helps in detecting cognitive biases in customer research, improving data quality.",76.1,95,83,44,60,40.400000000000006,61,40,0,True,"Matthew Burris, Anatoly Shilman, Chris Costello",3,2024-02-27 14:33:46
292,Yacooba,47.49000000000001,financial_inclusion,"Yacooba offers high-security event tickets using blockchain and dynamic QR codes, along with travel and accommodation bookings.",75.85,95,87,49,40,40.400000000000006,61,40,0,True,"Maurício Marques, Diogo Santos, Carlos Faria",3,2024-02-27 14:33:46
293,Cellar Rats,47.42,other,Cellar Rats is a D2C wine company that uses machine learning to curate personalized wine selections for customers.,87.5,95.25,100,33,90,37.400000000000006,61,20,25,True,Matthew Davies,1,2024-02-27 14:33:46
294,Valet Closet,47.41000000000001,other,Valet Closet is disrupting the self-storage industry with a software that executes the storage process with a button click.,83.45,95,83,53,100,38.400000000000006,61,30,10,True,"Tomas Louda, Deanna Unger, Naghi Prasad",3,2024-02-27 14:33:46
295,Agcurate,47.36000000000001,planet_positive,"Agcurate is an AI co-pilot for agriculture, providing crop intelligence and operational efficiency.",71.2,95,87,58,0,41.400000000000006,61,10,65,True,"Metin Emenullahi, Berk Ülker",2,2024-02-27 14:33:46
296,ENDOWORLDS,47.28,other,ENDOWORLDS creates games in Fortnite Creative and is expanding to other UGC gaming platforms.,70.8,95,91,42,0,41.400000000000006,61,10,65,True,"Kirill Chuvakov, Gabriel Santos, Ben East",3,2024-02-27 14:33:46
297,ATHLEET,47.25571428571429,education_technology,"ATHLEET is a sports development app for team sports, helping athletes progress, coaches drive excellence and scouts connect.",82.67857142857143,98.14285714285714,91,27,90,38.4,26,65,10,True,"Aled Jenkins, Damiaan van Zanen, Sam Williams",3,2024-02-27 14:33:46
298,GOYT,47.17272727272728,other,GOYT helps e-commerce websites increase their conversion rates by leveraging content creator videos from social media platforms.,78.26363636363637,96.81818181818181,83,26,90,39.400000000000006,61,10,55,True,"Johnny Gibson, Mariner Eccles",2,2024-02-27 14:33:46
299,SYNCLO,47.086363636363636,health_and_wellness,"SYNCLO is an omni protocol for the healthcare industry, providing a connected experience for doctors and patients.",65.83181818181818,98.9090909090909,57,27,90,42.4,26,80,0,True,"Dr. Ajit Mallampati, Bhavana Raavi",2,2024-02-27 14:33:46
300,REWIZE,47.06600000000001,other,"REWIZE is an AI-powered solution that creates hyper-personalized promotions for e-commerce businesses, aiming to boost profits and improve customer experience.",73.73,98.9,65,63,80,40.400000000000006,61,40,0,False,"Thijs Roelofs, Paolo Caneparo",2,2024-02-27 14:33:46
301,11:47,46.908333333333346,underrepresented_founders,"11:47 is a nightlife discovery app that allows users to see where people their age are going, chat and review venues in real-time, and plan their night out.",64.94166666666666,97.70833333333333,83,26,0,42.400000000000006,61,40,10,True,"J.D. Sullivan, Malak Kebaish",2,2024-02-27 14:33:46
302,Hivebound,46.83000000000001,other,"Hivebound is a supply chain collaboration platform that digitizes, connects, and automates supply chain execution.",64.55,95,74,37,20,42.400000000000006,61,40,10,True,"Guido Pagani, Zac Da Rocha, Mikey Mo, Michele Illuminati",4,2024-02-27 14:33:46
303,Ideabrew Studios,46.78750000000001,underrepresented_founders,"Ideabrew Studios works with creators and brands to offer content solutions in audio, video and on-ground solutions.",80.3375,97.1875,87,56,60,38.400000000000006,61,30,10,True,"ADITYA KUBER, AGITH KURUVILLA, ASHWIN GANGAKHEDKAR",3,2024-02-27 14:33:46
304,Molie Platform,46.690000000000005,financial_inclusion,"Molie is a secure blockchain platform for freelancers, integrating messaging, cryptocurrency wallet, and a dedicated freelancers platform.",83.85,95,91,39,90,37.400000000000006,61,0,65,True,"Valeriy Zhilchikov, Yurii Bulakh, Alexander Pervak",3,2024-02-27 14:33:46
305,Viso,46.66000000000001,other,"Viso is an AI-based field supervisor for construction sites, providing daily construction process insights to improve project productivity.",75.7,95,87,28,60,39.400000000000006,61,10,55,True,"Kirill Zorin, Andrey Bashkatov, Dmitry Parshkov, Yaroslav Shmulev",4,2024-02-27 14:33:46
306,anytalk,46.66000000000001,education_technology,Anytalk is a real-time app that translates video and audio streams into different languages.,79.7,95,74,58,100,38.400000000000006,61,30,10,True,"Nikita Antonov, Daniil Didenko, Nikolay Ryaskov",3,2024-02-27 14:33:46
307,Fractio,46.606666666666676,other,"Fractio is a fractional workforce platform for startups, providing the right team at the right time.",79.43333333333334,98.16666666666667,83,22,100,38.400000000000006,61,30,10,True,Fatin Kwasny,1,2024-02-27 14:33:46
308,Jam Up!,46.5,health_and_wellness,Jam Up! is a digital toolbox that empowers autistic children to complete everyday tasks through gamification.,80.5,95,78,60,90,38,30,65,0,True,"Rachael Malthouse, Matthew Teague",2,2024-02-27 14:33:46
309,MOBOT,46.48315789473685,health_and_wellness,MOBOT is a health and sustainability company that innovates products & experiences for the future.,64.41578947368421,98.57894736842105,78,18,20,42,0,100,10,True,Lani Cooper,1,2024-02-27 14:33:46
310,Kalda,46.45000000000001,health_and_wellness,Kalda is a digital therapy app providing evidence-based therapy for LGBTQ+ and intersectional communities.,78.65,95,83,41,80,38.400000000000006,61,30,10,,Daniel Botcherby,1,2024-02-27 14:33:46
311,Pass On,46.36000000000001,other,Pass On is a decentralized affiliate & referral marketing infrastructure for Web3 projects.,78.2,95,74,48,100,38.400000000000006,61,30,10,True,"Alastair Band, Emmanuel Marchal, Justin Banon, Dennis Furrer, David Sparks",5,2024-02-27 14:33:46
312,AYA FITNESS,46.330000000000005,health_and_wellness,AYA Fitness is revolutionizing the fitness landscape by integrating lab-science into mainstream fitness through advanced kinematic and biomechanical insights.,86.05,95,96,47,80,36.400000000000006,61,30,0,True,Michael Stephenson,1,2024-02-27 14:33:46
313,Replicate,46.330000000000005,education_technology,"Replicate is a Quality Intelligence Platform that makes sales training stick through live AI role-plays, actionable feedback, and pinpointing the right coaching area per rep.",82.05,95,91,57,60,37.400000000000006,61,0,65,True,"James Pursey, Alex Berezovskiy",2,2024-02-27 14:33:47
314,Paipe,46.25000000000001,other,Paipe is an all-in-one image generation platform that enables companies to save time and money on infrastructure and operations.,69.65,95,65,41,80,40.400000000000006,61,40,0,True,"Sava Novikov, Pavel Guliaev, Nathan Aliev",3,2024-02-27 14:33:47
315,AGA Talent,46.17600000000001,underrepresented_founders,AGA Talent connects Africa's construction industry with skilled talent to fuel infrastructure growth.,69.28,96.65,87,23,20,40.400000000000006,61,40,0,True,"Mohau Mbangela, Tebogo Selahle, Mide Samuel",3,2024-02-27 14:33:47
316,wcXchange,46.080000000000005,financial_inclusion,"wcXchange is a two-sided marketplace that automates the insurance purchasing process, providing a centralized management system for employers and a streamlined process for carriers.",68.8,95,78,52,20,40.400000000000006,61,40,0,False,Jerry W. Willis,1,2024-02-27 14:33:47
317,Suftech Innovations,45.922941176470594,planet_positive,Suftech Innovations is a climate-tech start-up that transforms plastic waste into high-quality polymers.,76.01470588235294,98.82352941176471,96,15,40,38.400000000000006,61,30,10,True,"Dr. Basit Yameen, Ahsan Ejaz, Fizza Hayat",3,2024-02-27 14:33:47
318,vencot,45.900000000000006,health_and_wellness,vencot is an end-to-end compliance platform for medical device companies.,75.9,95,100,46,0,38.400000000000006,61,30,10,True,"Yousra El Merini, Khalil Sarsri",2,2024-02-27 14:33:47
319,Minders,45.86000000000001,other,"Minders is a venture studio focusing on handling vital but non-core tasks for startups, freeing their teams to focus on core activities.",79.7,95,83,68,60,37.400000000000006,61,0,65,True,"Pavel Osokin, Alexander Chulkov, Leonid Kozlov, Mikhail Kashkin, Lev Rassman, Katya Kozyreva, Kirill Kazakov",7,2024-02-27 14:33:47
320,BugRaid.ai,45.85615384615386,education_technology,BugRaid.ai is an AI-powered incident management & response solution.,83.68076923076924,97.15384615384616,91,25,100,36.400000000000006,61,30,0,True,Bhamidipati Manoj Chandra,1,2024-02-27 14:33:47
321,METACE,45.84947368421052,,"METACE is a company that helps traditional game studios transition into the web3 space, expanding their revenue streams and linking them with key experts and partners.",69.24736842105263,99.73684210526316,83,52,0,40,0,100,0,True,"Arslan Alimbaev, Yanis Mavromatis, Andrei Kashchaev",3,2024-02-27 14:33:47
322,LOVAT,45.846000000000004,financial_inclusion,LOVAT is a tax reporting software for e-commerce sellers.,75.63,97.4,91,51,20,38.400000000000006,61,20,30,True,"Olga Maksimova, Natela, Aleksandra",3,2024-02-27 14:33:47
323,TextYess,45.800000000000004,financial_inclusion,TextYess offers a hyper-personalized shopping experience directly on WhatsApp to eCommerce customers.,93,95,100,60,100,34,60,10,30,True,"Riccardo Russo, Edvaldo Gjonikaj",2,2024-02-27 14:33:47
324,ValArt,45.760000000000005,other,"ValArt is a collectables management platform, providing users the ability to manage their physical and digital collectables in one easily accessible app/website.",72.8,95,83,22,60,39,60,10,55,True,Elliot Riley-Walsh,1,2024-02-27 14:33:47
325,GIGMATE,45.750000000000014,other,"GIGMATE is a live music platform connecting fans, artists, venues, and promoters.",87.15,95,91,61,90,35.400000000000006,61,0,55,True,Rob March,1,2024-02-27 14:33:47
